NC_032089.1	0	956	3188341	0.000299842
NC_032089.1	1	269	3188341	8.43699e-05
NC_032089.1	2	1427	3188341	0.000447568
NC_032089.1	3	5186	3188341	0.00162655
NC_032089.1	4	11791	3188341	0.00369816
NC_032089.1	5	16311	3188341	0.00511583
NC_032089.1	6	27206	3188341	0.00853296
NC_032089.1	7	40682	3188341	0.0127596
NC_032089.1	8	48527	3188341	0.0152201
NC_032089.1	9	62951	3188341	0.0197441
NC_032089.1	10	73116	3188341	0.0229323
NC_032089.1	11	89584	3188341	0.0280974
NC_032089.1	12	113079	3188341	0.0354664
NC_032089.1	13	127107	3188341	0.0398662
NC_032089.1	14	122713	3188341	0.038488
NC_032089.1	15	122733	3188341	0.0384943
NC_032089.1	16	129833	3188341	0.0407212
NC_032089.1	17	140921	3188341	0.0441988
NC_032089.1	18	150286	3188341	0.0471361
NC_032089.1	19	139325	3188341	0.0436983
NC_032089.1	20	131540	3188341	0.0412566
NC_032089.1	21	119442	3188341	0.0374621
NC_032089.1	22	109140	3188341	0.034231
NC_032089.1	23	102296	3188341	0.0320844
NC_032089.1	24	100907	3188341	0.0316487
NC_032089.1	25	94436	3188341	0.0296192
NC_032089.1	26	92177	3188341	0.0289106
NC_032089.1	27	89459	3188341	0.0280582
NC_032089.1	28	77194	3188341	0.0242113
NC_032089.1	29	73826	3188341	0.023155
NC_032089.1	30	75194	3188341	0.0235841
NC_032089.1	31	76231	3188341	0.0239093
NC_032089.1	32	71050	3188341	0.0222843
NC_032089.1	33	63338	3188341	0.0198655
NC_032089.1	34	59641	3188341	0.018706
NC_032089.1	35	47390	3188341	0.0148635
NC_032089.1	36	40086	3188341	0.0125727
NC_032089.1	37	34815	3188341	0.0109195
NC_032089.1	38	33633	3188341	0.0105487
NC_032089.1	39	26744	3188341	0.00838806
NC_032089.1	40	21855	3188341	0.00685466
NC_032089.1	41	23424	3188341	0.00734677
NC_032089.1	42	21813	3188341	0.00684149
NC_032089.1	43	16271	3188341	0.00510328
NC_032089.1	44	12830	3188341	0.00402404
NC_032089.1	45	11838	3188341	0.0037129
NC_032089.1	46	12841	3188341	0.00402749
NC_032089.1	47	10665	3188341	0.003345
NC_032089.1	48	9527	3188341	0.00298807
NC_032089.1	49	8711	3188341	0.00273214
NC_032089.1	50	7183	3188341	0.0022529
NC_032089.1	51	7247	3188341	0.00227297
NC_032089.1	52	7482	3188341	0.00234667
NC_032089.1	53	6823	3188341	0.00213998
NC_032089.1	54	5628	3188341	0.00176518
NC_032089.1	55	5276	3188341	0.00165478
NC_032089.1	56	4773	3188341	0.00149702
NC_032089.1	57	5031	3188341	0.00157794
NC_032089.1	58	3978	3188341	0.00124767
NC_032089.1	59	3661	3188341	0.00114825
NC_032089.1	60	3150	3188341	0.000987975
NC_032089.1	61	3307	3188341	0.00103722
NC_032089.1	62	1583	3188341	0.000496496
NC_032089.1	63	1805	3188341	0.000566125
NC_032089.1	64	1959	3188341	0.000614426
NC_032089.1	65	820	3188341	0.000257187
NC_032089.1	66	197	3188341	6.17876e-05
NC_032089.1	67	165	3188341	5.17511e-05
NC_032089.1	68	270	3188341	8.46835e-05
NC_032089.1	69	321	3188341	0.000100679
NC_032089.1	70	233	3188341	7.30788e-05
NC_032089.1	71	350	3188341	0.000109775
NC_032089.1	72	483	3188341	0.000151489
NC_032089.1	73	279	3188341	8.75063e-05
NC_032089.1	74	149	3188341	4.67328e-05
NC_032089.1	75	273	3188341	8.56245e-05
NC_032089.1	76	153	3188341	4.79873e-05
NC_032089.1	77	128	3188341	4.01463e-05
NC_032089.1	78	245	3188341	7.68425e-05
NC_032089.1	79	284	3188341	8.90745e-05
NC_032089.1	80	333	3188341	0.000104443
NC_032089.1	81	605	3188341	0.000189754
NC_032089.1	82	572	3188341	0.000179404
NC_032089.1	83	245	3188341	7.68425e-05
NC_032089.1	84	269	3188341	8.43699e-05
NC_032089.1	85	300	3188341	9.40928e-05
NC_032089.1	86	350	3188341	0.000109775
